sex,age_group,edattain,classwk,marst,geo2_th2000
201,4,503,400,301,10045
201,16,503,402,302,10045
202,15,504,402,302,10045
201,2,501,400,301,10045
201,13,504,402,302,10045
202,13,504,402,302,10045
202,14,502,400,301,10045
202,14,502,402,302,10045
202,14,502,402,301,10045
202,14,504,402,301,10045
201,13,503,402,302,10045
202,4,509,400,302,10045
201,13,503,402,301,10045
202,13,504,402,301,10045
201,13,503,400,302,10045
202,13,502,402,302,10045
201,12,503,401,301,10045
202,12,503,400,301,10045
202,14,503,400,301,10045
202,18,501,400,304,10045
202,25,501,400,304,10045
201,13,502,401,303,10045
202,12,503,400,301,10045
201,17,504,402,302,10045
202,16,503,402,302,10045
202,12,503,400,301,10045
202,3,502,400,301,10045
201,12,502,402,302,10045
202,12,502,402,302,10045
201,13,503,400,302,10045
202,13,502,402,302,10045
201,12,503,401,301,10045
202,12,503,400,301,10045
202,19,502,400,304,10045
202,13,504,400,301,10045
202,12,503,400,301,10045
202,13,504,402,303,10045
201,1,500,400,301,10045
201,1,500,400,301,10045
202,19,502,402,304,10045
202,14,503,400,301,10045
202,18,501,400,304,10045
202,25,501,400,304,10045
201,13,502,401,303,10045
202,12,503,400,301,10045
201,18,504,402,302,10045
202,18,504,402,302,10045
202,12,504,400,301,10045
202,4,503,400,301,10045
201,17,504,402,302,10045
202,16,503,402,302,10045
202,12,503,400,301,10045
202,3,502,400,301,10045
201,14,502,401,302,10045
202,12,502,402,302,10045
201,12,502,402,302,10045
202,12,502,402,302,10045
201,18,504,402,302,10045
202,16,503,402,302,10045
201,2,501,400,301,10045
201,14,503,402,302,10045
202,13,503,402,302,10045
201,16,501,402,302,10045
202,16,501,402,302,10045
201,2,501,400,301,10045
201,21,502,402,302,10045
202,15,501,402,302,10045
201,3,502,400,301,10045
202,3,502,400,301,10045
201,13,502,402,302,10045
202,12,502,402,302,10045
201,21,503,400,302,10045
202,19,502,402,302,10045
202,13,504,402,301,10045
201,12,503,400,301,10045
201,20,501,402,302,10045
202,16,501,401,302,10045
202,4,502,403,301,10045
201,13,503,400,301,10045
201,12,503,400,301,10045
201,4,503,400,301,10045
201,16,503,402,302,10045
202,15,504,402,302,10045
201,2,501,400,301,10045
201,13,504,402,302,10045
202,13,504,402,302,10045
202,14,502,400,301,10045
202,14,502,402,302,10045
202,14,502,402,301,10045
202,14,504,402,301,10045
201,13,503,402,302,10045
202,4,509,400,302,10045
201,13,503,402,301,10045
202,13,504,402,301,10045
201,13,503,400,302,10045
202,13,502,402,302,10045
201,12,503,401,301,10045
202,12,503,400,301,10045
202,14,503,400,301,10045
202,18,501,400,304,10045
202,25,501,400,304,10045
201,13,502,401,303,10045
202,12,503,400,301,10045
201,17,504,402,302,10045
202,16,503,402,302,10045
202,12,503,400,301,10045
202,3,502,400,301,10045
201,12,502,402,302,10045
202,12,502,402,302,10045
202,15,503,402,302,10045
202,3,502,400,301,10045
202,22,501,400,302,10045
202,15,504,402,301,10045
202,4,503,400,301,10045
201,4,502,400,301,10045
202,4,503,400,301,10045
202,13,503,400,301,10045
201,15,502,402,302,10045
202,12,504,400,302,10045
201,13,503,400,301,10045
201,12,503,400,301,10045
201,21,502,400,302,10045
202,19,501,400,302,10045
201,4,502,400,301,10045
202,14,502,400,302,10045
201,15,502,401,302,10045
202,14,502,400,302,10045
201,12,502,402,301,10045
202,12,503,402,301,10045
201,16,504,401,302,10045
202,16,504,402,302,10045
201,3,502,400,301,10045
201,3,502,400,301,10045
201,12,503,400,301,10045
202,12,503,400,301,10045
202,13,503,400,301,10045
202,4,503,400,301,10045
201,16,501,400,302,10045
202,15,501,401,302,10045
201,4,502,400,301,10045
202,3,501,400,301,10045
201,1,500,400,301,10045
201,19,501,402,302,10045
202,19,501,400,302,10045
202,14,504,402,301,10045
201,14,504,402,301,10045
202,14,504,402,301,10045
201,13,504,402,301,10045
201,20,501,402,302,10045
202,21,501,400,302,10045
202,14,502,401,302,10045
201,15,509,402,302,10045
202,2,501,400,301,10045
202,12,502,400,302,10045
201,1,500,400,301,10045
201,12,502,402,301,10045
202,3,501,400,301,10045
201,12,502,400,301,10045
202,4,503,400,301,10045
201,17,501,402,302,10045
202,17,501,401,302,10045
202,13,503,400,301,10045
201,12,503,400,301,10045
201,3,502,400,301,10045
202,17,501,400,302,10045
201,18,501,400,302,10045
201,3,501,400,301,10045
202,18,501,401,302,10045
201,18,501,400,302,10045
202,14,501,401,301,10045
201,13,502,400,301,10045
201,12,503,400,301,10045
202,16,503,402,302,10045
201,16,503,402,302,10045
201,3,502,400,301,10045
201,4,502,400,301,10045
201,15,503,402,302,10045
202,15,501,400,302,10045
201,13,502,400,301,10045
201,3,502,400,301,10045
201,1,500,400,301,10045
201,1,500,400,301,10045
201,14,501,400,302,10045
202,15,501,401,302,10045
201,4,501,400,301,10045
202,4,501,400,301,10045
201,3,501,400,301,10045
202,2,501,400,301,10045
201,2,501,400,301,10045
201,1,500,400,301,10045
201,21,502,400,302,10045
202,19,501,400,302,10045
201,4,502,400,301,10045
201,16,504,401,302,10045
202,16,504,402,302,10045
201,3,502,400,301,10045
201,3,502,400,301,10045
202,13,503,400,301,10045
201,16,501,400,302,10045
202,15,501,401,302,10045
201,4,502,400,301,10045
202,3,501,400,301,10045
201,1,500,400,301,10045
201,20,501,402,302,10045
202,21,501,400,302,10045
202,14,502,401,302,10045
201,15,509,402,302,10045
202,2,501,400,301,10045
202,12,502,400,302,10045
201,1,500,400,301,10045
201,12,502,402,301,10045
202,3,501,400,301,10045
201,17,501,402,302,10045
202,17,501,401,302,10045
202,13,503,400,301,10045
201,12,503,400,301,10045
201,3,502,400,301,10045
202,12,503,402,301,10045
202,13,503,402,301,10045
202,14,503,402,301,10045
201,13,503,402,302,10045
201,13,504,400,301,10045
202,12,503,400,301,10045
202,12,503,400,301,10045
201,12,503,400,301,10045
202,13,503,400,301,10045
201,13,504,402,301,10045
202,12,503,400,301,10045
201,12,503,400,301,10045
202,12,503,400,301,10045
201,12,503,400,301,10045
201,19,502,402,302,10045
202,15,504,402,301,10045
202,14,504,400,301,10045
201,14,502,402,301,10045
202,13,504,402,301,10045
202,13,502,400,302,10045
202,2,501,400,301,10045
201,1,500,400,301,10045
202,13,503,402,301,10045
201,14,502,402,301,10045
201,14,504,402,301,10045
202,12,503,400,301,10045
201,13,504,402,301,10045
201,12,503,400,301,10045
201,13,504,402,301,10045
202,12,504,400,301,10045
201,13,504,402,301,10045
201,14,504,402,301,10045
202,12,503,400,301,10045
202,14,503,402,301,10045
201,13,503,402,302,10045
201,12,503,400,301,10045
201,14,504,402,301,10045
202,12,503,400,301,10045
202,18,504,402,302,10045
202,12,504,400,301,10045
201,15,502,400,302,10045
201,15,504,402,301,10045
201,13,502,401,302,10045
202,13,502,402,302,10045
202,3,501,400,301,10045
201,1,500,400,301,10045
202,13,502,401,303,10045
202,2,501,400,301,10045
201,1,500,400,301,10045
202,15,503,400,302,10045
201,17,504,402,302,10045
201,3,501,400,301,10045
201,2,501,400,301,10045
202,21,501,400,302,10045
201,21,502,400,302,10045
201,15,501,402,302,10045
202,15,501,402,302,10045
202,3,502,400,301,10045
202,12,503,402,302,10045
201,12,503,402,302,10045
201,12,503,400,301,10045
201,13,503,401,301,10045
202,12,503,400,301,10045
201,15,504,402,302,10045
202,13,503,402,302,10045
201,13,503,402,301,10045
202,15,504,402,301,10045
201,13,502,402,301,10045
202,13,504,400,301,10045
202,12,503,400,301,10045
201,12,503,400,301,10045
202,12,503,400,301,10045
202,12,503,400,301,10045
201,12,503,400,301,10045
202,12,503,400,301,10045
201,12,504,400,301,10045
201,12,503,400,301,10045
202,12,503,400,301,10045
201,12,503,400,301,10045
202,12,503,400,302,10045
202,12,503,400,301,10045
202,12,503,400,301,10045
202,12,504,400,301,10045
201,12,504,400,301,10045
201,12,504,402,301,10045
201,18,501,402,302,10045
202,17,501,400,302,10045
201,13,503,402,301,10045
201,12,503,400,302,10045
202,12,503,400,302,10045
202,1,500,400,301,10045
202,12,503,400,302,10045
201,12,503,401,302,10045
201,13,501,402,303,10045
201,16,502,401,302,10045
202,15,501,400,302,10045
201,4,502,400,301,10045
201,4,502,400,301,10045
201,3,501,400,301,10045
201,15,502,402,302,10045
202,14,503,402,302,10045
202,2,501,400,301,10045
202,1,500,400,301,10045
201,14,502,401,302,10045
202,14,502,401,302,10045
201,3,502,400,301,10045
201,17,501,402,302,10045
202,16,501,402,302,10045
201,12,503,400,301,10045
201,23,501,400,302,10045
202,23,501,401,302,10045
202,16,503,402,301,10045
202,16,501,402,301,10045
201,14,502,401,302,10045
202,14,502,401,302,10045
201,3,502,400,301,10045
201,23,501,400,302,10045
202,23,501,401,302,10045
202,16,503,402,301,10045
202,16,501,402,301,10045
202,17,501,400,303,10045
201,13,504,402,301,10045
202,12,504,402,301,10045
202,12,504,402,301,10045
201,16,503,402,302,10045
202,14,504,402,302,10045
202,1,500,400,301,10045
202,14,504,400,302,10045
201,15,504,401,302,10045
202,1,500,400,301,10045
202,19,501,400,304,10045
201,14,504,402,301,10045
201,14,504,402,302,10045
202,14,504,402,302,10045
202,17,501,400,302,10045
201,17,501,401,302,10045
201,12,501,401,301,10045
202,12,503,400,301,10045
201,4,502,400,301,10045
201,15,504,401,302,10045
202,13,502,401,302,10045
202,1,500,400,301,10045
202,4,502,402,301,10045
202,16,504,401,301,10045
202,14,504,400,302,10045
201,3,501,400,301,10045
202,1,500,400,301,10045
201,13,503,402,302,10045
202,13,503,401,302,10045
202,1,500,400,301,10045
201,15,502,401,302,10045
202,14,503,400,302,10045
202,17,501,400,303,10045
201,13,504,402,301,10045
202,12,504,402,301,10045
202,12,504,402,301,10045
201,14,504,402,302,10045
202,13,503,400,302,10045
202,1,500,400,301,10045
201,1,500,400,301,10045
201,16,503,402,302,10045
202,14,504,402,302,10045
202,1,500,400,301,10045
201,16,502,401,302,10045
202,12,503,400,302,10045
202,3,502,400,301,10045
202,2,501,400,301,10045
202,14,504,400,302,10045
201,15,504,401,302,10045
202,1,500,400,301,10045
202,19,501,400,304,10045
201,18,504,402,302,10045
202,17,501,400,302,10045
202,4,502,400,301,10045
201,12,503,400,301,10045
202,4,502,400,301,10045
201,14,504,402,301,10045
201,16,504,402,301,10045
201,15,503,401,301,10045
201,14,504,402,302,10045
202,14,504,402,302,10045
201,14,504,402,302,10045
202,13,503,400,302,10045
202,1,500,400,301,10045
201,1,500,400,301,10045
201,16,503,402,302,10045
202,14,504,402,302,10045
202,1,500,400,301,10045
201,16,502,401,302,10045
202,12,503,400,302,10045
202,3,502,400,301,10045
202,2,501,400,301,10045
202,14,504,400,302,10045
201,15,504,401,302,10045
202,1,500,400,301,10045
202,19,501,400,304,10045
201,18,504,402,302,10045
202,17,501,400,302,10045
202,4,502,400,301,10045
201,12,503,400,301,10045
202,4,502,400,301,10045
201,14,504,402,301,10045
201,16,504,402,301,10045
201,15,503,401,301,10045
201,14,504,402,302,10045
202,14,504,402,302,10045
201,15,502,401,302,10045
202,15,503,403,302,10045
202,4,502,400,301,10045
202,15,501,403,301,10045
202,17,501,400,302,10045
201,17,501,401,302,10045
201,12,501,401,301,10045
202,12,503,400,301,10045
201,4,502,400,301,10045
201,14,504,401,302,10045
202,13,504,400,302,10045
202,1,500,400,301,10045
201,15,504,401,302,10045
202,13,502,401,302,10045
202,1,500,400,301,10045
202,4,502,402,301,10045
201,15,504,402,302,10045
202,15,504,402,302,10045
201,1,500,400,301,10045
202,16,504,401,301,10045
201,13,504,402,301,10045
202,20,501,400,304,10045
202,15,502,402,303,10045
201,14,502,402,302,10045
202,13,503,402,302,10045
201,1,500,400,301,10045
201,3,501,400,301,10045
202,3,501,400,301,10045
202,14,504,400,302,10045
201,3,501,400,301,10045
202,1,500,400,301,10045
202,16,501,400,302,10045
202,12,502,402,302,10045
202,3,501,400,301,10045
201,13,503,402,302,10045
202,13,503,401,302,10045
202,1,500,400,301,10045
201,20,504,400,302,10045
202,19,504,402,302,10045
202,13,504,402,301,10045
201,3,502,400,301,10045
201,14,504,402,301,10045
201,16,504,402,301,10045
201,15,503,401,301,10045
201,14,504,402,302,10045
202,14,504,402,302,10045
201,15,502,401,302,10045
202,15,503,403,302,10045
202,4,502,400,301,10045
202,15,501,403,301,10045
202,17,501,400,302,10045
201,17,501,401,302,10045
201,12,501,401,301,10045
202,12,503,400,301,10045
201,4,502,400,301,10045
201,14,504,401,302,10045
202,13,504,400,302,10045
202,1,500,400,301,10045
201,15,504,401,302,10045
202,13,502,401,302,10045
202,1,500,400,301,10045
202,4,502,402,301,10045
201,15,504,402,302,10045
202,15,504,402,302,10045
201,1,500,400,301,10045
202,16,504,401,301,10045
201,13,504,402,301,10045
202,20,501,400,304,10045
202,15,502,402,303,10045
201,14,502,402,302,10045
202,13,503,402,302,10045
201,1,500,400,301,10045
201,3,501,400,301,10045
202,3,501,400,301,10045
202,14,504,400,302,10045
201,3,501,400,301,10045
202,1,500,400,301,10045
202,16,501,400,302,10045
202,12,502,402,302,10045
202,3,501,400,301,10045
201,13,503,402,302,10045
202,13,503,401,302,10045
202,1,500,400,301,10045
201,20,504,400,302,10045
202,19,504,402,302,10045
202,13,504,402,301,10045
201,3,502,400,301,10045
201,18,503,400,302,10045
202,17,504,402,302,10045
202,12,503,402,301,10045
201,14,504,402,302,10045
202,14,504,402,302,10045
202,21,501,400,304,10045
202,12,504,400,301,10045
202,12,504,400,301,10045
202,14,504,402,302,10045
201,14,504,402,302,10045
202,1,500,400,301,10045
202,13,502,402,301,10045
202,19,504,402,304,10045
202,12,503,400,301,10045
201,4,503,400,301,10045
202,4,503,400,301,10045
201,16,504,402,302,10045
202,15,504,402,302,10045
202,2,501,400,301,10045
201,1,500,400,301,10045
201,21,501,400,302,10045
202,17,504,402,302,10045
202,2,501,400,301,10045
202,13,501,402,301,10045
201,16,504,402,302,10045
202,15,504,402,302,10045
202,3,502,400,301,10045
201,1,500,400,301,10045
201,14,504,402,301,10045
201,12,503,400,301,10045
201,18,504,402,302,10045
202,17,504,402,302,10045
201,4,503,400,301,10045
202,3,502,400,301,10045
202,13,501,402,303,10045
201,14,504,402,301,10045
202,18,503,400,302,10045
201,19,504,402,302,10045
201,14,504,402,301,10045
201,13,504,400,302,10045
201,17,504,402,304,10045
201,4,502,400,301,10045
202,19,504,400,302,10045
201,21,502,400,302,10045
201,15,503,402,302,10045
202,15,504,402,302,10045
202,1,500,400,301,10045
202,14,504,402,302,10045
201,14,504,402,302,10045
201,16,503,401,302,10045
202,15,504,402,302,10045
202,2,501,400,301,10045
202,22,502,400,303,10045
202,4,503,400,301,10045
201,18,501,401,302,10045
202,17,501,400,302,10045
202,12,504,400,301,10045
201,3,502,400,301,10045
201,18,504,403,302,10045
202,16,504,401,302,10045
201,2,501,400,301,10045
202,2,501,400,301,10045
202,12,502,402,301,10045
202,15,503,402,301,10045
202,14,504,402,301,10045
201,14,503,401,302,10045
202,14,502,400,302,10045
202,2,501,400,301,10045
202,14,502,402,301,10045
202,19,504,402,304,10045
202,12,503,400,301,10045
201,4,503,400,301,10045
202,4,503,400,301,10045
201,21,501,400,302,10045
202,17,504,402,302,10045
202,2,501,400,301,10045
202,13,501,402,301,10045
201,18,504,402,302,10045
202,17,504,402,302,10045
201,4,503,400,301,10045
202,3,502,400,301,10045
202,13,501,402,303,10045
201,17,504,402,304,10045
201,4,502,400,301,10045
201,16,503,401,302,10045
202,15,504,402,302,10045
202,2,501,400,301,10045
202,22,502,400,303,10045
202,4,503,400,301,10045
202,14,504,402,302,10045
201,14,504,402,302,10045
202,1,500,400,301,10045
201,14,504,402,302,10045
202,14,504,402,302,10045
201,1,500,400,301,10045
202,4,502,402,301,10045
201,17,504,402,302,10045
202,16,504,402,302,10045
201,23,504,402,302,10045
202,16,504,402,302,10045
201,4,503,400,301,10045
201,3,502,400,301,10045
201,14,504,402,302,10045
202,14,504,402,302,10045
202,1,500,400,301,10045
202,13,503,400,302,10045
201,1,500,400,301,10045
202,15,504,402,301,10045
201,3,502,400,301,10045
201,3,501,400,301,10045
202,14,502,400,301,10045
202,14,504,400,302,10045
201,14,504,402,302,10045
202,15,504,400,302,10045
201,15,503,402,302,10045
202,1,500,400,301,10045
201,1,500,400,301,10045
201,23,501,400,302,10045
202,23,501,400,302,10045
202,17,501,401,301,10045
201,17,502,402,302,10045
202,16,504,402,302,10045
201,3,502,400,301,10045
201,15,504,402,302,10045
202,15,504,402,302,10045
201,1,500,400,301,10045
202,15,502,400,302,10045
201,15,502,402,302,10045
202,2,501,400,301,10045
201,14,503,402,302,10045
202,14,502,400,302,10045
201,1,500,400,301,10045
202,14,504,400,301,10045
201,13,503,401,301,10045
202,13,504,402,301,10045
202,12,503,403,301,10045
201,14,504,402,301,10045
201,13,504,402,302,10045
202,13,504,402,302,10045
202,4,502,402,302,10045
201,12,502,401,301,10045
201,15,503,402,302,10045
202,14,504,402,302,10045
201,2,501,400,301,10045
202,13,504,402,301,10045
201,14,504,402,302,10045
202,13,504,402,302,10045
202,4,503,400,301,10045
201,14,504,402,302,10045
202,14,504,402,302,10045
201,1,500,400,301,10045
202,4,502,402,301,10045
201,14,504,402,302,10045
202,14,504,402,302,10045
202,1,500,400,301,10045
202,13,503,400,302,10045
201,1,500,400,301,10045
202,15,504,400,302,10045
201,15,503,402,302,10045
202,1,500,400,301,10045
201,1,500,400,301,10045
201,15,504,402,302,10045
202,15,504,402,302,10045
201,1,500,400,301,10045
201,13,503,401,301,10045
202,13,504,402,301,10045
202,12,503,403,301,10045
201,15,503,402,302,10045
202,15,503,400,302,10045
202,2,501,400,301,10045
201,1,500,400,301,10045
201,16,501,401,302,10045
202,14,502,401,302,10045
201,12,503,400,301,10045
201,4,503,400,301,10045
201,14,504,402,301,10045
201,14,504,402,301,10045
201,18,502,402,302,10045
202,17,501,400,302,10045
202,12,504,402,301,10045
201,12,503,400,301,10045
202,4,503,400,301,10045
201,15,504,402,302,10045
202,14,504,402,302,10045
202,1,500,400,301,10045
202,14,503,402,301,10045
202,14,504,402,301,10045
201,13,504,400,302,10045
202,13,504,401,302,10045
202,1,500,400,301,10045
201,14,504,403,302,10045
202,14,504,403,302,10045
201,15,503,402,302,10045
202,14,502,402,302,10045
202,2,501,400,301,10045
201,25,501,400,302,10045
202,23,501,400,302,10045
201,14,503,403,301,10045
201,15,502,402,302,10045
202,13,502,401,302,10045
201,14,502,402,301,10045
201,20,501,400,303,10045
201,12,502,402,301,10045
202,15,501,402,302,10045
201,18,502,400,302,10045
202,17,501,400,302,10045
202,12,503,400,301,10045
202,12,503,400,301,10045
201,4,503,402,301,10045
201,21,501,400,302,10045
202,19,502,400,302,10045
202,15,504,402,301,10045
202,14,504,402,301,10045
202,13,503,400,301,10045
201,19,501,400,302,10045
202,19,501,400,302,10045
202,13,503,402,301,10045
201,14,503,401,302,10045
201,14,502,401,302,10045
201,2,501,400,301,10045
202,1,500,400,301,10045
202,15,504,403,302,10045
201,16,502,401,302,10045
201,2,501,400,301,10045
201,2,501,400,301,10045
201,14,502,402,302,10045
202,13,502,402,302,10045
202,2,501,400,301,10045
201,14,502,402,302,10045
201,12,502,402,301,10045
201,12,502,402,301,10045
201,13,502,402,301,10045
201,12,502,402,301,10045
201,4,502,402,301,10045
201,12,502,402,301,10045
202,15,502,400,302,10045
201,17,502,400,302,10045
201,12,502,400,301,10045
201,13,503,402,301,10045
202,4,503,400,304,10045
202,22,501,400,304,10045
201,14,504,402,301,10045
201,15,504,402,302,10045
202,14,504,402,302,10045
202,1,500,400,301,10045
201,14,504,403,302,10045
202,14,504,403,302,10045
201,14,502,402,301,10045
201,20,501,400,303,10045
201,12,502,402,301,10045
202,15,501,402,302,10045
201,19,501,400,302,10045
202,19,501,400,302,10045
202,13,503,402,301,10045
201,14,503,401,302,10045
201,14,502,401,302,10045
201,2,501,400,301,10045
202,1,500,400,301,10045
202,14,502,401,301,10045
202,14,502,402,301,10045
202,14,504,402,302,10045
201,17,503,401,302,10045
202,15,502,401,302,10045
201,2,501,400,301,10045
202,13,502,402,302,10045
201,12,503,400,302,10045
202,17,501,400,302,10045
202,1,500,400,301,10045
202,12,504,402,301,10045
201,15,502,402,302,10045
202,15,501,401,302,10045
201,14,503,401,302,10045
202,14,504,400,302,10045
201,2,501,400,301,10045
201,14,504,402,301,10045
202,15,502,402,301,10045
201,12,503,402,301,10045
201,13,504,400,301,10045
201,14,504,402,301,10045
201,13,504,400,301,10045
202,17,501,400,302,10045
202,17,503,402,302,10045
202,12,503,400,301,10045
201,14,504,402,302,10045
202,14,504,401,302,10045
202,1,500,400,301,10045
201,1,500,400,301,10045
201,12,504,402,301,10045
202,12,504,402,301,10045
202,13,504,402,301,10045
201,16,502,400,303,10045
201,15,504,402,301,10045
202,16,504,400,302,10045
201,16,502,400,302,10045
202,3,501,400,301,10045
201,12,504,402,302,10045
202,12,504,402,302,10045
202,1,500,400,301,10045
202,17,501,400,302,10045
202,15,504,401,302,10045
202,3,501,400,301,10045
201,2,501,400,301,10045
201,14,504,402,302,10045
202,14,503,402,302,10045
202,17,503,402,302,10045
202,12,503,400,301,10045
202,17,503,402,303,10045
202,15,504,401,302,10045
202,3,501,400,301,10045
201,2,501,400,301,10045
202,17,503,402,302,10045
202,12,503,400,301,10045
202,14,504,400,302,10045
201,15,504,402,302,10045
201,14,504,402,302,10045
202,14,504,401,302,10045
202,1,500,400,301,10045
201,1,500,400,301,10045
201,13,503,402,302,10045
202,13,503,400,302,10045
201,1,500,400,301,10045
202,16,502,400,302,10045
201,15,503,401,302,10045
201,2,501,400,301,10045
201,12,504,402,301,10045
202,12,504,402,301,10045
202,14,503,402,302,10045
202,16,504,402,302,10045
202,3,502,400,301,10045
201,2,501,400,301,10045
202,13,504,402,301,10045
201,16,502,400,303,10045
202,12,504,402,301,10045
201,14,504,402,301,10045
201,13,504,400,301,10045
202,17,501,400,302,10045
202,17,503,402,302,10045
202,12,503,400,301,10045
201,14,504,402,302,10045
202,14,504,401,302,10045
202,1,500,400,301,10045
201,1,500,400,301,10045
201,12,504,402,301,10045
202,12,504,402,301,10045
202,13,504,402,301,10045
201,16,502,400,303,10045
201,15,504,402,301,10045
202,14,504,400,301,10045
202,13,504,402,302,10045
201,15,504,402,302,10045
202,14,502,400,302,10045
201,1,500,400,301,10045
201,15,504,402,301,10045
201,16,503,402,302,10045
202,15,503,402,302,10045
202,13,504,402,301,10045
201,14,503,401,302,10045
202,14,504,400,302,10045
201,2,501,400,301,10045
202,15,502,402,301,10045
201,13,504,400,301,10045
201,12,504,402,302,10045
202,12,504,402,302,10045
202,1,500,400,301,10045
202,15,504,401,302,10045
202,3,501,400,301,10045
201,2,501,400,301,10045
202,17,503,402,302,10045
202,12,503,400,301,10045
202,14,504,400,302,10045
201,15,504,402,302,10045
201,13,503,402,302,10045
202,13,503,400,302,10045
201,1,500,400,301,10045
201,12,504,402,301,10045
202,12,504,402,301,10045
202,16,504,402,302,10045
202,3,502,400,301,10045
201,2,501,400,301,10045
202,14,504,400,301,10045
202,13,504,402,302,10045
201,15,504,402,301,10045
202,13,504,402,301,10045
201,21,501,401,302,10037
201,16,501,401,301,10037
201,14,502,403,302,10037
202,14,502,402,302,10037
202,15,503,400,302,10037
201,14,501,402,302,10037
202,16,502,401,302,10037
201,17,502,403,302,10037
201,22,501,400,302,10037
202,21,501,400,302,10037
201,14,503,402,301,10037
201,13,504,402,301,10037
202,13,504,402,301,10037
202,21,501,400,304,10037
202,15,503,401,301,10037
201,14,502,403,301,10037
201,16,502,402,302,10037
201,20,501,400,302,10037
202,20,501,400,302,10037
202,14,503,401,301,10037
201,4,502,402,301,10037
201,12,502,402,301,10037
201,12,502,402,301,10037
201,13,502,402,301,10037
201,15,501,402,301,10037
201,12,502,402,301,10037
201,12,503,402,301,10037
201,14,502,402,302,10037
202,13,502,401,309,10037
201,12,502,402,301,10037
201,13,503,402,301,10037
201,13,502,402,301,10037
201,4,502,402,302,10037
202,4,503,400,302,10037
202,12,502,402,301,10037
202,4,502,402,301,10037
201,13,502,402,301,10037
202,15,504,402,302,10037
201,14,504,402,302,10037
201,1,500,400,301,10037
201,14,504,402,302,10037
202,13,504,402,302,10037
201,16,503,401,302,10037
202,15,503,403,302,10037
201,15,503,401,302,10037
202,13,504,402,302,10037
201,12,502,400,301,10037
201,12,502,400,301,10037
201,12,501,402,302,10037
202,12,501,402,302,10037
201,12,502,402,301,10037
201,12,502,402,301,10037
201,17,504,402,302,10037
202,16,502,402,302,10037
201,4,502,400,301,10037
201,3,501,400,301,10037
202,12,502,402,301,10037
202,4,502,402,301,10037
202,12,502,402,301,10037
202,4,502,402,301,10037
202,4,502,402,301,10037
201,4,502,402,301,10037
202,12,502,402,301,10037
202,4,502,402,301,10037
201,12,502,402,301,10037
202,16,503,402,301,10037
201,3,501,400,309,10037
201,18,501,402,302,10037
202,18,501,402,302,10037
202,12,501,402,301,10037
201,12,502,402,301,10037
202,12,509,400,301,10037
201,19,501,401,302,10037
202,18,501,403,302,10037
202,13,502,403,301,10037
201,12,502,403,301,10037
202,13,503,403,301,10037
201,13,502,403,301,10037
202,2,501,400,301,10037
201,2,501,400,301,10037
202,22,501,400,302,10037
202,17,501,402,301,10037
202,14,502,400,301,10037
201,4,502,400,301,10037
201,14,502,401,302,10037
202,13,502,400,302,10037
201,3,501,400,301,10037
202,13,504,402,302,10037
201,13,503,402,302,10037
202,19,501,401,302,10037
202,22,501,400,302,10037
201,22,501,400,302,10037
202,15,504,402,301,10037
202,15,504,402,301,10037
202,14,503,402,301,10037
201,15,501,402,302,10037
202,15,502,401,302,10037
202,3,501,400,301,10037
202,1,500,400,301,10037
201,17,503,402,302,10037
202,18,501,400,302,10037
201,19,501,400,302,10037
202,19,501,400,302,10037
201,17,502,400,302,10037
202,14,502,402,302,10037
202,2,501,400,301,10037
201,17,501,402,302,10037
202,16,501,402,302,10037
202,4,502,402,301,10037
201,15,502,401,302,10037
202,14,502,400,302,10037
201,2,501,400,301,10037
201,2,501,400,301,10037
202,2,501,400,301,10037
201,1,500,400,301,10037
202,20,501,400,304,10037
201,14,502,402,301,10037
202,15,503,402,302,10037
201,15,502,402,302,10037
201,2,501,400,301,10037
201,1,500,400,301,10037
201,16,503,402,302,10037
202,16,501,400,302,10037
201,3,502,400,301,10037
202,3,501,400,301,10037
201,16,501,401,302,10037
202,16,502,400,302,10037
202,4,503,400,301,10037
202,4,502,400,301,10037
201,3,502,400,301,10037
201,20,501,400,302,10037
202,21,501,400,302,10037
202,13,504,402,301,10037
201,19,501,400,302,10037
202,19,501,400,302,10037
201,12,502,402,301,10037
201,3,501,400,301,10037
201,19,501,401,304,10037
202,15,501,400,301,10037
201,15,502,402,301,10037
201,16,502,402,301,10037
201,14,502,403,302,10037
202,2,501,400,301,10037
201,17,501,402,302,10037
202,16,501,400,302,10037
201,13,504,400,301,10037
201,12,503,402,301,10037
201,4,502,400,301,10037
201,18,501,401,302,10037
202,17,502,400,302,10037
201,13,504,402,301,10037
201,12,504,402,302,10037
201,15,503,402,302,10037
202,3,502,400,301,10037
202,4,503,400,301,10037
201,2,501,400,301,10037
202,2,501,400,301,10037
201,15,502,401,302,10037
202,15,502,403,302,10037
201,3,501,400,301,10037
201,3,502,400,301,10037
202,12,503,402,301,10037
201,14,503,401,302,10037
201,20,501,400,303,10037
202,16,501,400,302,10037
202,4,502,400,301,10037
202,22,501,400,302,10037
201,13,509,401,301,10037
201,13,502,402,302,10037
202,13,502,400,302,10037
201,2,509,400,301,10037
202,16,501,400,302,10037
202,4,502,400,301,10037
202,22,501,400,302,10037
201,13,509,401,301,10037
201,13,503,401,302,10037
202,14,503,403,302,10037
201,14,503,402,302,10037
202,13,503,402,302,10037
201,1,500,400,301,10037
201,14,503,401,302,10037
