sex,age_group,edattain,classwk,marst,geo2_th2000
202,16,504,402,301,10015
201,15,504,402,302,10015
202,15,504,402,302,10015
202,2,501,400,301,10015
202,2,501,400,301,10015
202,15,504,402,302,10015
201,14,504,402,302,10015
202,2,501,400,301,10015
201,25,503,400,304,10015
202,13,503,402,301,10015
202,13,502,402,301,10015
202,15,502,402,301,10015
201,17,504,402,302,10015
202,17,503,400,302,10015
201,4,502,400,301,10015
202,3,502,400,301,10015
202,3,502,400,301,10015
202,22,501,400,304,10015
202,18,502,401,302,10015
202,20,503,401,304,10015
202,15,504,402,301,10015
201,15,504,402,301,10015
201,16,503,403,302,10015
201,15,504,402,302,10015
202,1,500,400,301,10015
202,1,500,400,301,10015
201,1,500,400,301,10015
202,18,503,401,304,10015
201,12,504,402,301,10015
201,3,502,400,301,10015
202,3,502,400,301,10015
202,19,501,401,301,10015
202,16,501,402,303,10015
202,17,501,402,301,10015
201,17,504,401,302,10015
202,17,504,402,302,10015
201,4,502,400,301,10015
202,2,501,400,301,10015
202,14,502,402,302,10015
202,20,501,400,302,10015
201,22,501,400,302,10015
201,13,503,402,301,10015
202,13,504,402,301,10015
202,12,502,402,301,10015
201,17,504,402,302,10015
202,17,503,400,302,10015
201,4,502,400,301,10015
202,3,502,400,301,10015
202,3,502,400,301,10015
202,22,501,400,304,10015
201,16,504,400,302,10015
202,15,504,402,302,10015
201,2,501,400,301,10015
202,2,501,400,301,10015
202,15,501,402,301,10015
202,20,503,401,302,10015
201,13,504,400,301,10015
202,12,504,402,301,10015
201,4,503,400,301,10015
202,18,502,401,302,10015
201,18,504,401,302,10015
202,18,503,400,302,10015
202,13,504,402,301,10015
201,13,504,403,301,10015
201,12,504,400,301,10015
201,16,501,401,302,10015
202,16,501,402,302,10015
201,3,502,400,301,10015
201,4,502,400,301,10015
202,20,503,401,304,10015
202,15,504,402,301,10015
201,15,504,402,301,10015
201,16,503,403,302,10015
201,15,504,402,302,10015
202,1,500,400,301,10015
202,1,500,400,301,10015
201,1,500,400,301,10015
202,22,503,400,304,10015
202,13,504,402,301,10015
201,15,504,402,309,10015
202,15,503,401,302,10015
201,14,503,402,302,10015
202,12,502,402,302,10015
202,18,503,401,304,10015
201,12,504,402,301,10015
201,3,502,400,301,10015
202,3,502,400,301,10015
202,19,501,401,301,10015
202,16,501,402,303,10015
201,16,501,401,302,10015
202,16,501,400,302,10015
202,4,509,402,301,10015
201,16,501,402,302,10015
202,12,502,402,302,10015
202,17,501,402,301,10015
201,17,501,401,302,10015
202,16,501,400,302,10015
201,4,503,402,301,10015
201,4,502,402,301,10015
201,13,502,402,302,10015
201,12,502,402,301,10015
201,12,502,402,301,10015
201,12,502,402,301,10015
202,15,503,401,302,10015
201,14,503,402,302,10015
202,12,502,402,302,10015
201,18,501,401,302,10015
202,16,501,401,302,10015
202,12,503,402,301,10015
201,12,503,400,301,10015
202,4,502,400,301,10015
201,23,501,400,302,10015
201,15,502,403,302,10015
202,15,501,400,302,10015
201,2,501,400,301,10015
201,2,501,400,301,10015
202,1,500,400,301,10015
202,15,501,402,303,10015
201,12,502,400,301,10015
201,18,501,401,302,10015
202,18,501,400,302,10015
202,13,504,402,301,10015
202,13,504,402,301,10015
202,12,504,400,301,10015
201,22,501,400,302,10015
202,21,501,400,302,10015
201,15,502,402,302,10015
201,3,502,400,301,10015
202,15,503,400,302,10015
201,3,501,400,301,10015
202,2,501,400,301,10015
201,14,503,402,302,10015
202,13,503,400,302,10015
202,1,500,400,301,10015
201,1,500,400,301,10015
201,1,500,400,301,10015
202,22,502,400,302,10015
201,17,503,401,302,10015
202,15,502,400,302,10015
202,4,502,400,301,10015
202,3,501,400,301,10015
202,21,501,400,302,10015
201,22,501,400,302,10015
201,16,504,400,301,10015
201,17,503,402,303,10015
201,16,502,402,302,10015
202,16,503,402,302,10015
202,4,502,400,301,10015
201,3,501,400,301,10015
202,21,501,400,301,10015
201,20,501,400,301,10015
201,17,501,400,302,10015
202,16,501,400,302,10015
202,12,503,400,301,10015
201,4,503,400,301,10015
202,18,504,402,301,10015
201,17,504,402,302,10015
202,17,504,400,302,10015
201,3,502,400,301,10015
202,3,502,400,301,10015
201,21,501,401,302,10015
202,20,501,400,302,10015
201,14,504,402,301,10015
201,4,503,400,301,10015
201,16,502,400,302,10015
202,21,501,401,304,10015
202,16,504,402,301,10015
201,15,502,402,302,10015
202,15,504,402,302,10015
202,3,502,400,301,10015
201,3,502,400,301,10015
201,16,504,402,302,10015
202,15,503,400,302,10015
201,3,501,400,301,10015
202,21,501,400,302,10015
202,16,504,402,301,10015
202,20,504,400,301,10015
201,21,504,400,302,10015
202,18,502,401,302,10015
202,13,504,400,301,10015
201,12,504,402,301,10015
201,12,504,402,301,10015
201,12,503,400,301,10015
202,15,501,402,302,10015
202,4,502,402,301,10015
202,17,503,402,301,10015
202,22,501,401,302,10015
201,16,503,403,301,10015
201,15,502,401,302,10015
201,14,503,402,302,10015
201,2,501,400,301,10015
201,2,501,400,301,10015
202,2,501,400,301,10015
201,1,500,400,301,10015
202,1,500,400,301,10015
201,16,502,401,302,10015
201,15,502,401,302,10015
202,14,502,403,302,10015
201,3,502,400,301,10015
201,2,501,400,301,10015
202,19,501,401,304,10015
201,21,501,400,302,10015
202,20,501,400,302,10015
202,16,501,401,303,10015
202,4,503,400,301,10015
201,4,502,400,301,10015
201,3,501,400,301,10015
201,18,504,402,302,10015
202,18,504,402,302,10015
202,12,503,400,301,10015
201,4,502,400,301,10015
202,16,501,402,304,10015
202,4,502,400,301,10015
201,3,502,400,301,10015
201,23,501,400,304,10015
202,15,504,400,301,10015
201,15,504,402,301,10015
202,16,501,401,302,10015
202,4,502,400,301,10015
201,3,502,400,301,10015
202,15,503,400,302,10015
202,2,501,400,301,10015
202,13,504,402,301,10015
202,4,502,400,301,10015
201,16,504,402,302,10015
202,17,504,402,302,10015
201,4,502,400,301,10015
202,3,501,400,301,10015
201,3,501,400,301,10015
201,23,502,400,302,10015
202,21,502,400,302,10015
202,17,502,401,302,10015
201,18,502,403,302,10015
201,12,504,400,301,10015
202,12,503,400,301,10015
202,4,503,400,301,10015
201,22,501,401,302,10015
201,15,503,401,302,10015
202,14,501,403,302,10015
201,3,501,400,301,10015
201,14,503,402,301,10015
201,14,503,400,301,10015
201,17,504,402,302,10015
202,16,504,402,302,10015
201,2,501,400,301,10015
202,1,500,400,301,10015
202,1,500,400,301,10015
202,21,501,400,304,10015
202,17,503,402,301,10015
201,20,501,402,302,10015
202,19,501,400,302,10015
202,15,504,402,301,10015
202,14,503,402,301,10015
202,14,504,402,301,10015
202,13,504,402,301,10015
201,12,504,400,301,10015
201,15,504,402,302,10015
201,1,500,400,301,10015
201,15,502,402,302,10015
202,15,502,402,302,10015
202,4,502,400,301,10015
202,3,501,400,301,10015
201,3,501,400,301,10015
202,17,501,400,301,10015
201,15,503,402,302,10015
202,14,503,402,302,10015
202,2,501,400,301,10015
201,2,501,400,301,10015
201,21,501,401,302,10015
202,20,501,400,302,10015
201,14,504,402,301,10015
201,4,503,400,301,10015
201,16,502,400,302,10015
202,21,501,401,304,10015
202,16,504,402,301,10015
201,15,502,402,302,10015
202,15,504,402,302,10015
202,3,502,400,301,10015
201,3,502,400,301,10015
201,16,504,402,302,10015
202,15,503,400,302,10015
201,3,501,400,301,10015
202,21,501,400,302,10015
202,16,504,402,301,10015
202,20,504,400,301,10015
201,21,504,400,302,10015
202,18,502,401,302,10015
202,13,504,400,301,10015
201,12,504,402,301,10015
201,12,504,402,301,10015
201,12,503,400,301,10015
202,15,501,402,302,10015
202,4,502,402,301,10015
202,17,503,402,301,10015
201,20,501,402,302,10015
202,19,501,400,302,10015
202,15,504,402,301,10015
202,14,503,402,301,10015
202,14,504,402,301,10015
202,13,504,402,301,10015
201,12,504,400,301,10015
201,15,504,402,302,10015
201,1,500,400,301,10015
201,15,502,402,302,10015
202,15,502,402,302,10015
202,4,502,400,301,10015
202,3,501,400,301,10015
201,3,501,400,301,10015
202,17,501,400,301,10015
201,15,503,402,302,10015
202,14,503,402,302,10015
202,2,501,400,301,10015
201,2,501,400,301,10015
201,21,501,401,302,10015
202,20,501,400,302,10015
201,14,504,402,301,10015
201,4,503,400,301,10015
201,16,502,400,302,10015
202,21,501,401,304,10015
202,16,504,402,301,10015
201,15,502,402,302,10015
202,15,504,402,302,10015
202,3,502,400,301,10015
201,3,502,400,301,10015
201,16,504,402,302,10015
202,15,503,400,302,10015
201,3,501,400,301,10015
202,21,501,400,302,10015
202,16,504,402,301,10015
202,20,504,400,301,10015
201,21,504,400,302,10015
202,18,502,401,302,10015
202,13,504,400,301,10015
201,12,504,402,301,10015
201,12,504,402,301,10015
201,12,503,400,301,10015
202,15,501,402,302,10015
202,4,502,402,301,10015
202,17,503,402,301,10015
202,22,501,401,302,10015
201,16,503,403,301,10015
201,15,502,401,302,10015
201,14,503,402,302,10015
201,2,501,400,301,10015
201,2,501,400,301,10015
202,2,501,400,301,10015
201,1,500,400,301,10015
202,1,500,400,301,10015
201,16,502,401,302,10015
201,15,502,401,302,10015
202,14,502,403,302,10015
201,3,502,400,301,10015
201,2,501,400,301,10015
202,19,501,401,304,10015
201,21,501,400,302,10015
202,20,501,400,302,10015
202,16,501,401,303,10015
202,4,503,400,301,10015
201,4,502,400,301,10015
201,3,501,400,301,10015
201,18,504,402,302,10015
202,18,504,402,302,10015
202,12,503,400,301,10015
201,4,502,400,301,10015
202,16,501,402,304,10015
202,4,502,400,301,10015
201,3,502,400,301,10015
201,23,501,400,304,10015
202,15,504,400,301,10015
201,15,504,402,301,10015
202,16,501,401,302,10015
202,4,502,400,301,10015
201,3,502,400,301,10015
202,15,503,400,302,10015
202,2,501,400,301,10015
202,13,504,402,301,10015
202,4,502,400,301,10015
201,16,504,402,302,10015
202,17,504,402,302,10015
201,4,502,400,301,10015
202,3,501,400,301,10015
201,3,501,400,301,10015
201,23,502,400,302,10015
202,21,502,400,302,10015
202,17,502,401,302,10015
201,18,502,403,302,10015
201,12,504,400,301,10015
202,12,503,400,301,10015
202,4,503,400,301,10015
201,22,501,401,302,10015
201,15,503,401,302,10015
202,14,501,403,302,10015
201,3,501,400,301,10015
202,22,501,401,302,10015
201,16,503,403,301,10015
201,15,502,401,302,10015
201,14,503,402,302,10015
201,2,501,400,301,10015
201,2,501,400,301,10015
202,2,501,400,301,10015
201,1,500,400,301,10015
202,1,500,400,301,10015
201,16,502,401,302,10015
201,15,502,401,302,10015
202,14,502,403,302,10015
201,3,502,400,301,10015
201,2,501,400,301,10015
202,19,501,401,304,10015
201,21,501,400,302,10015
202,20,501,400,302,10015
202,16,501,401,303,10015
202,4,503,400,301,10015
201,4,502,400,301,10015
201,3,501,400,301,10015
201,18,504,402,302,10015
202,18,504,402,302,10015
202,12,503,400,301,10015
201,4,502,400,301,10015
202,16,501,402,304,10015
202,4,502,400,301,10015
201,3,502,400,301,10015
201,23,501,400,304,10015
202,15,504,400,301,10015
201,15,504,402,301,10015
202,16,501,401,302,10015
202,4,502,400,301,10015
201,3,502,400,301,10015
202,15,503,400,302,10015
202,2,501,400,301,10015
202,13,504,402,301,10015
202,4,502,400,301,10015
201,16,504,402,302,10015
202,17,504,402,302,10015
201,4,502,400,301,10015
202,3,501,400,301,10015
201,3,501,400,301,10015
201,23,502,400,302,10015
202,21,502,400,302,10015
202,17,502,401,302,10015
201,18,502,403,302,10015
201,12,504,400,301,10015
202,12,503,400,301,10015
202,4,503,400,301,10015
201,22,501,401,302,10015
201,15,503,401,302,10015
202,14,501,403,302,10015
201,3,501,400,301,10015
201,14,503,402,301,10015
201,14,503,400,301,10015
201,17,504,402,302,10015
202,16,504,402,302,10015
201,2,501,400,301,10015
202,1,500,400,301,10015
202,1,500,400,301,10015
202,21,501,400,304,10015
202,17,503,402,301,10015
201,20,501,402,302,10015
202,19,501,400,302,10015
202,15,504,402,301,10015
202,14,503,402,301,10015
202,14,504,402,301,10015
202,13,504,402,301,10015
201,12,504,400,301,10015
201,15,504,402,302,10015
201,1,500,400,301,10015
201,15,502,402,302,10015
202,15,502,402,302,10015
202,4,502,400,301,10015
202,3,501,400,301,10015
201,3,501,400,301,10015
202,17,501,400,301,10015
201,15,503,402,302,10015
202,14,503,402,302,10015
202,2,501,400,301,10015
201,2,501,400,301,10015
201,21,501,401,302,10015
202,20,501,400,302,10015
201,14,504,402,301,10015
201,4,503,400,301,10015
201,16,502,400,302,10015
202,21,501,401,304,10015
202,16,504,402,301,10015
201,15,502,402,302,10015
202,15,504,402,302,10015
202,3,502,400,301,10015
201,3,502,400,301,10015
201,16,504,402,302,10015
202,15,503,400,302,10015
201,3,501,400,301,10015
202,21,501,400,302,10015
202,16,504,402,301,10015
202,20,504,400,301,10015
201,21,504,400,302,10015
202,18,502,401,302,10015
202,13,504,400,301,10015
201,12,504,402,301,10015
201,12,504,402,301,10015
201,12,503,400,301,10015
202,15,501,402,302,10015
202,4,502,402,301,10015
202,17,503,402,301,10015
202,22,501,401,302,10015
201,16,503,403,301,10015
201,15,502,401,302,10015
201,14,503,402,302,10015
201,2,501,400,301,10015
201,2,501,400,301,10015
202,2,501,400,301,10015
201,1,500,400,301,10015
202,1,500,400,301,10015
201,16,502,401,302,10015
201,15,502,401,302,10015
202,14,502,403,302,10015
201,3,502,400,301,10015
201,2,501,400,301,10015
202,19,501,401,304,10015
201,21,501,400,302,10015
202,20,501,400,302,10015
202,16,501,401,303,10015
202,4,503,400,301,10015
201,4,502,400,301,10015
201,3,501,400,301,10015
201,18,504,402,302,10015
202,18,504,402,302,10015
202,12,503,400,301,10015
201,4,502,400,301,10015
202,16,501,402,304,10015
202,4,502,400,301,10015
201,3,502,400,301,10015
201,23,501,400,304,10015
202,15,504,400,301,10015
201,15,504,402,301,10015
202,16,501,401,302,10015
202,4,502,400,301,10015
201,3,502,400,301,10015
202,15,503,400,302,10015
202,2,501,400,301,10015
202,13,504,402,301,10015
202,4,502,400,301,10015
201,16,504,402,302,10015
202,17,504,402,302,10015
201,4,502,400,301,10015
202,3,501,400,301,10015
201,3,501,400,301,10015
201,23,502,400,302,10015
202,21,502,400,302,10015
202,17,502,401,302,10015
201,18,502,403,302,10015
201,12,504,400,301,10015
202,12,503,400,301,10015
202,4,503,400,301,10015
201,22,501,401,302,10015
201,15,503,401,302,10015
202,14,501,403,302,10015
201,3,501,400,301,10015
201,15,504,401,302,10018
202,13,504,402,302,10018
201,15,504,402,302,10018
202,14,504,402,302,10018
201,2,501,400,301,10018
201,18,503,401,302,10018
202,18,502,403,302,10018
202,12,503,400,301,10018
201,4,502,400,301,10018
201,17,504,402,302,10018
202,15,504,402,302,10018
201,3,501,400,301,10018
202,1,500,400,301,10018
202,4,502,402,301,10018
201,16,504,402,302,10018
202,15,504,402,302,10018
202,2,501,400,301,10018
202,12,504,402,301,10018
201,12,503,400,301,10018
201,16,504,402,302,10018
202,15,502,400,302,10018
201,3,501,400,301,10018
201,2,501,400,301,10018
201,17,504,402,302,10018
202,16,504,402,302,10018
202,3,502,400,301,10018
201,3,501,400,301,10018
202,13,502,402,301,10018
202,13,503,402,301,10018
202,13,503,402,301,10018
202,21,504,400,301,10018
201,18,503,402,302,10018
202,18,502,400,302,10018
201,19,504,402,302,10018
202,16,504,402,302,10018
201,3,502,400,301,10018
202,2,501,400,301,10018
201,1,500,400,301,10018
201,17,501,402,302,10018
202,17,501,401,302,10018
201,12,503,400,301,10018
201,12,503,400,301,10018
202,18,503,402,301,10018
202,21,501,400,302,10018
202,13,503,402,301,10018
202,15,502,400,302,10018
201,15,501,402,302,10018
202,3,501,400,301,10018
201,1,500,400,301,10018
201,18,501,400,302,10018
202,16,501,400,302,10018
201,4,502,402,301,10018
202,1,500,400,301,10018
201,17,504,402,302,10018
202,16,501,400,302,10018
201,4,502,400,301,10018
201,3,501,400,301,10018
201,2,501,400,301,10018
201,2,501,400,301,10018
201,21,501,400,302,10018
202,12,503,400,301,10018
201,1,500,400,301,10018
202,18,501,402,302,10018
201,18,501,402,302,10018
201,14,502,402,301,10018
201,13,502,402,301,10018
201,13,503,402,301,10018
201,20,501,402,302,10018
202,19,501,400,302,10018
202,17,502,402,302,10018
201,15,502,402,302,10018
202,3,502,400,301,10018
202,3,501,400,301,10018
201,15,503,402,302,10018
202,14,503,402,302,10018
201,1,500,400,301,10018
201,17,501,402,302,10018
202,17,501,400,302,10018
201,4,502,400,301,10018
201,3,502,400,301,10018
202,3,502,400,301,10018
201,18,503,401,302,10018
202,18,502,403,302,10018
202,12,503,400,301,10018
201,4,502,400,301,10018
201,17,504,402,302,10018
202,15,504,402,302,10018
201,3,501,400,301,10018
202,1,500,400,301,10018
202,4,502,402,301,10018
201,16,504,402,302,10018
202,15,504,402,302,10018
202,2,501,400,301,10018
202,12,504,402,301,10018
201,12,503,400,301,10018
201,16,504,402,302,10018
202,15,502,400,302,10018
201,3,501,400,301,10018
201,2,501,400,301,10018
201,17,504,402,302,10018
202,16,504,402,302,10018
202,3,502,400,301,10018
201,3,501,400,301,10018
202,13,502,402,301,10018
202,13,503,402,301,10018
202,13,503,402,301,10018
202,21,504,400,301,10018
201,18,503,402,302,10018
202,18,502,400,302,10018
201,19,504,402,302,10018
202,16,504,402,302,10018
201,3,502,400,301,10018
202,2,501,400,301,10018
201,1,500,400,301,10018
201,17,501,402,302,10018
202,17,501,401,302,10018
201,12,503,400,301,10018
201,12,503,400,301,10018
202,18,503,402,301,10018
202,21,501,400,302,10018
202,13,503,402,301,10018
202,15,502,400,302,10018
201,15,501,402,302,10018
202,3,501,400,301,10018
201,1,500,400,301,10018
201,18,501,400,302,10018
202,16,501,400,302,10018
201,4,502,402,301,10018
202,1,500,400,301,10018
201,17,504,402,302,10018
202,16,501,400,302,10018
201,4,502,400,301,10018
201,3,501,400,301,10018
201,2,501,400,301,10018
201,2,501,400,301,10018
201,21,501,400,302,10018
202,12,503,400,301,10018
201,1,500,400,301,10018
202,18,501,402,302,10018
201,18,501,402,302,10018
201,14,502,402,301,10018
201,13,502,402,301,10018
201,13,503,402,301,10018
201,20,501,402,302,10018
202,19,501,400,302,10018
202,17,502,402,302,10018
201,15,502,402,302,10018
202,3,502,400,301,10018
202,3,501,400,301,10018
201,15,503,402,302,10018
202,14,503,402,302,10018
201,1,500,400,301,10018
202,17,504,402,304,10018
202,4,503,400,301,10018
201,3,502,400,301,10018
202,3,501,400,301,10018
202,19,501,402,302,10018
202,17,503,400,304,10018
202,13,504,401,302,10018
201,13,503,401,302,10018
202,1,500,400,301,10018
201,17,509,401,302,10018
202,15,509,400,302,10018
202,3,502,400,301,10018
201,15,503,402,302,10018
202,16,504,400,302,10018
201,2,501,400,301,10018
201,1,500,400,301,10018
201,13,503,402,302,10018
202,13,503,400,302,10018
202,13,502,402,302,10018
201,17,501,401,302,10018
202,15,502,400,302,10018
201,3,502,400,301,10018
202,2,501,400,301,10018
201,23,502,401,304,10018
202,4,503,400,301,10018
201,3,502,400,301,10018
201,17,509,401,302,10018
202,17,504,403,302,10018
201,4,502,400,301,10018
202,4,502,400,301,10018
201,4,502,400,301,10018
202,23,501,400,304,10018
202,15,503,401,302,10018
201,3,501,400,301,10018
202,2,501,400,301,10018
201,15,504,401,302,10018
202,15,504,402,302,10018
201,3,501,400,301,10018
202,2,501,400,301,10018
201,16,503,401,302,10018
202,14,509,400,302,10018
201,3,502,400,301,10018
202,3,501,400,301,10018
201,1,500,400,301,10018
201,21,501,400,302,10018
202,20,501,403,302,10018
202,15,503,400,302,10018
201,14,502,402,301,10018
201,17,502,402,302,10018
202,16,501,400,302,10018
201,12,503,400,301,10018
201,4,503,400,301,10018
202,4,502,400,301,10018
202,3,501,400,301,10018
201,2,501,400,301,10018
201,18,503,401,302,10018
202,17,503,403,302,10018
202,12,504,400,301,10018
201,17,502,402,302,10018
202,17,502,402,302,10018
201,12,503,400,301,10018
202,4,502,400,301,10018
201,17,502,401,302,10018
202,16,502,400,302,10018
201,1,500,400,301,10018
202,24,501,400,304,10018
201,16,503,403,302,10018
202,15,502,400,302,10018
202,12,502,400,301,10018
202,4,502,400,301,10018
202,12,503,400,301,10018
202,12,503,400,301,10018
201,15,503,401,301,10018
202,14,502,400,302,10018
201,14,501,403,302,10018
201,3,501,400,301,10018
201,2,501,400,301,10018
201,17,502,401,302,10018
202,16,503,403,302,10018
201,4,503,400,301,10018
201,4,502,400,301,10018
201,3,501,400,301,10018
201,16,503,401,302,10018
202,16,504,402,302,10018
202,4,502,400,301,10018
202,3,502,400,301,10018
201,14,504,402,302,10018
202,13,504,402,302,10018
201,16,502,401,302,10018
202,16,501,402,302,10018
202,4,502,400,301,10018
201,3,502,400,301,10018
201,15,504,401,302,10018
202,15,504,402,302,10018
201,3,501,400,301,10018
202,2,501,400,301,10018
201,16,503,401,302,10018
202,14,509,400,302,10018
201,3,502,400,301,10018
202,3,501,400,301,10018
201,1,500,400,301,10018
201,21,501,400,302,10018
202,20,501,403,302,10018
202,15,503,400,302,10018
201,14,502,402,301,10018
201,17,502,402,302,10018
202,16,501,400,302,10018
201,12,503,400,301,10018
201,4,503,400,301,10018
202,4,502,400,301,10018
202,3,501,400,301,10018
201,2,501,400,301,10018
201,18,503,401,302,10018
202,17,503,403,302,10018
202,12,504,400,301,10018
201,17,502,402,302,10018
202,17,502,402,302,10018
201,12,503,400,301,10018
202,4,502,400,301,10018
201,17,502,401,302,10018
202,16,502,400,302,10018
201,1,500,400,301,10018
202,24,501,400,304,10018
201,16,503,403,302,10018
202,15,502,400,302,10018
202,12,502,400,301,10018
202,4,502,400,301,10018
202,12,503,400,301,10018
202,12,503,400,301,10018
201,15,503,401,301,10018
202,14,502,400,302,10018
201,14,501,403,302,10018
201,3,501,400,301,10018
201,2,501,400,301,10018
201,17,502,401,302,10018
202,16,503,403,302,10018
201,4,503,400,301,10018
201,4,502,400,301,10018
201,3,501,400,301,10018
201,16,503,401,302,10018
202,16,504,402,302,10018
202,4,502,400,301,10018
202,3,502,400,301,10018
201,14,504,402,302,10018
202,13,504,402,302,10018
201,16,502,401,302,10018
202,16,501,402,302,10018
202,4,502,400,301,10018
201,3,502,400,301,10018
202,19,504,402,302,10018
201,21,502,400,302,10018
201,13,504,402,301,10018
202,20,504,400,301,10018
201,14,503,402,302,10018
202,14,504,402,302,10018
201,2,501,400,301,10018
201,1,500,400,301,10018
201,1,500,400,301,10018
202,20,501,400,304,10018
201,13,503,402,303,10018
202,15,504,402,302,10018
202,4,502,400,301,10018
202,2,501,400,301,10018
202,20,502,400,303,10018
201,18,502,402,301,10018
202,18,503,400,302,10018
201,14,503,402,301,10018
201,4,502,400,301,10018
201,14,502,400,302,10018
202,15,503,400,302,10018
201,2,501,400,301,10018
202,1,500,400,301,10018
201,17,504,402,302,10018
202,17,502,400,302,10018
201,12,503,400,301,10018
202,15,502,401,302,10018
201,15,502,401,302,10018
202,3,501,400,301,10018
202,1,500,400,301,10018
202,20,501,400,304,10018
202,18,504,402,302,10018
201,14,502,402,302,10018
202,15,501,402,302,10018
202,3,502,400,301,10018
202,1,500,400,301,10018
201,14,502,401,302,10018
202,16,501,400,302,10018
202,2,501,400,301,10018
202,1,500,400,301,10018
201,24,501,401,304,10018
202,14,503,401,301,10018
201,16,502,403,302,10018
202,15,504,400,302,10018
201,18,504,402,302,10018
202,16,502,402,302,10018
201,12,504,400,301,10018
202,12,503,400,301,10018
202,4,502,400,301,10018
201,19,509,401,302,10018
202,16,509,401,302,10018
202,3,502,400,301,10018
202,3,501,400,301,10018
202,14,502,400,302,10018
201,16,503,402,302,10018
201,19,501,401,302,10018
202,15,501,403,302,10018
202,12,509,402,301,10018
202,4,502,400,301,10018
201,15,501,402,302,10018
202,15,502,402,302,10018
201,12,503,400,301,10018
202,2,501,400,301,10018
202,21,501,400,304,10018
202,17,509,402,302,10018
201,16,501,402,302,10018
201,3,501,400,301,10018
202,16,501,400,303,10018
202,12,503,402,301,10018
201,3,502,400,301,10018
201,20,501,402,302,10018
202,19,501,400,302,10018
201,14,501,400,301,10018
201,13,502,401,301,10018
202,12,502,400,301,10018
201,4,501,400,301,10018
202,1,500,400,301,10018
202,1,500,400,301,10018
201,15,504,401,301,10018
201,14,502,402,302,10018
202,14,503,402,302,10018
201,15,502,402,302,10018
202,16,501,400,302,10018
202,4,503,400,301,10018
201,3,502,400,301,10018
201,20,501,402,302,10018
202,18,501,402,302,10018
202,14,501,402,301,10018
202,13,501,402,301,10018
201,16,502,402,302,10018
202,16,501,402,302,10018
202,4,502,400,301,10018
201,3,501,400,301,10018
201,16,501,402,302,10018
202,16,501,402,302,10018
202,3,501,400,301,10018
202,25,504,400,304,10018
202,15,504,402,302,10018
202,4,502,400,301,10018
202,2,501,400,301,10018
202,20,502,400,303,10018
201,17,504,402,302,10018
202,17,502,400,302,10018
201,12,503,400,301,10018
201,14,502,402,302,10018
202,15,501,402,302,10018
202,3,502,400,301,10018
202,1,500,400,301,10018
201,18,504,402,302,10018
202,16,502,402,302,10018
201,12,504,400,301,10018
202,12,503,400,301,10018
202,4,502,400,301,10018
201,15,501,402,302,10018
202,15,502,402,302,10018
201,12,503,400,301,10018
202,2,501,400,301,10018
201,15,504,401,301,10018
201,20,501,402,302,10018
202,18,501,402,302,10018
202,14,501,402,301,10018
202,13,501,402,301,10018
202,25,504,400,304,10018
201,16,503,401,303,10018
201,3,501,400,301,10018
202,13,502,402,301,10018
202,13,504,402,301,10018
201,12,503,400,302,10018
202,18,503,400,302,10018
202,12,503,400,301,10018
202,4,502,400,301,10018
201,18,503,402,302,10018
202,17,504,402,302,10018
201,4,502,400,301,10018
202,2,501,400,301,10018
202,18,502,402,302,10018
201,19,503,402,302,10018
202,13,503,402,301,10018
201,12,503,400,301,10018
202,23,501,400,304,10018
202,4,502,400,301,10018
202,16,503,401,302,10018
202,21,501,400,301,10018
202,19,502,402,301,10018
202,14,503,402,302,10018
201,12,503,400,301,10018
202,4,503,400,301,10018
201,20,504,400,302,10018
202,19,503,402,302,10018
201,13,504,400,301,10018
202,13,504,402,301,10018
202,19,501,400,302,10018
202,14,504,402,301,10018
201,13,504,400,301,10018
202,13,504,401,301,10018
202,13,503,402,301,10018
202,15,502,400,302,10018
202,14,503,400,302,10018
201,15,501,400,302,10018
202,3,501,400,301,10018
201,19,502,400,302,10018
202,17,501,400,302,10018
201,13,503,402,301,10018
202,12,503,400,301,10018
202,15,502,402,302,10018
201,15,503,402,302,10018
201,2,501,400,301,10018
201,17,504,402,302,10018
202,18,504,402,302,10018
201,12,503,400,301,10018
202,4,502,400,301,10018
201,15,504,401,301,10018
202,15,503,400,302,10018
202,1,500,400,301,10018
201,17,504,400,302,10018
202,4,502,400,301,10018
202,20,501,400,302,10018
201,16,504,402,302,10018
202,15,504,402,302,10018
201,3,502,400,301,10018
202,17,503,402,302,10018
201,18,504,402,302,10018
202,17,503,400,302,10018
201,12,503,400,301,10018
201,12,503,400,301,10018
201,17,502,402,302,10018
201,12,504,402,301,10018
201,4,503,400,301,10018
202,17,502,402,302,10018
202,23,501,400,302,10018
202,20,501,400,302,10018
202,15,502,402,301,10018
202,15,503,402,301,10018
201,14,503,400,301,10018
201,13,504,402,301,10018
201,12,504,400,301,10018
202,13,504,402,301,10018
201,19,501,402,302,10018
202,13,504,402,301,10018
201,13,504,400,301,10018
201,16,501,402,303,10018
201,12,502,400,301,10018
202,12,503,402,301,10018
201,16,503,401,303,10018
201,3,501,400,301,10018
202,13,502,402,301,10018
202,13,504,402,301,10018
201,12,503,400,302,10018
202,18,503,400,302,10018
202,12,503,400,301,10018
202,4,502,400,301,10018
201,18,503,402,302,10018
202,17,504,402,302,10018
201,4,502,400,301,10018
202,2,501,400,301,10018
202,18,502,402,302,10018
201,19,503,402,302,10018
202,13,503,402,301,10018
